grid_id,latitude,longitude,total_detections,active_days,avg_frp,max_frp,median_frp,frp_std,avg_brightness,max_brightness,avg_confidence,satellite_count,active_months,active_years,years_with_activity,avg_yearly_detections,max_yearly_detections,yearly_detection_std,recurrence_ratio,persistent_months,avg_monthly_detections,max_monthly_detections,satellite_types,snpp_detections,noaa20_detections,noaa21_detections,multi_satellite_activity,detections_30d,active_days_30d,avg_frp_30d,max_frp_30d,detections_90d,active_days_90d,avg_frp_90d,max_frp_90d,seasonal_peak,seasonal_mean,seasonal_std,seasonality_strength,detections_per_active_day,recent_activity_ratio,frp_intensity_ratio,persistence_ratio
25.75_74.85,25.781405454545453,74.88644727272727,11,7,7.52,11.72,7.74,3.732402346040319,346.8027272727273,367.0,60.0,2,5,4,4,2.75,6,2.362907813126304,0.5714285714285714,5,2.2,5,2,5,6,0,1,0,0,0.0,0.0,0,0,0.0,0.0,8,3.6666666666666665,3.7859388972001824,2.181818181818182,1.5714285714285714,0.0,1.5594532478529093,1.0
26.35_78.50,26.371965454545453,78.53244000000001,11,9,4.52,12.81,2.76,3.813356669773901,338.9490909090909,347.13,43.63636363636363,3,7,5,5,2.2,3,0.8366600265340756,0.7142857142857143,7,1.5714285714285714,2,3,4,5,2,1,0,0,0.0,0.0,0,0,0.0,0.0,4,2.75,0.957427107756338,1.4545454545454546,1.2222222222222223,0.0,2.8346409173204585,1.0
25.75_84.10,25.786284545454546,84.11329272727272,11,7,2.84,5.13,2.75,1.3170863159399857,328.3218181818182,338.28,60.0,2,5,4,4,2.75,5,1.707825127659933,0.5714285714285714,5,2.2,5,2,9,2,0,1,0,0,0.0,0.0,0,0,0.0,0.0,7,2.75,2.8722813232690148,2.5454545454545454,1.5714285714285714,0.0,1.805182341650672,1.0
26.70_82.55,26.71997272727273,82.57696,11,11,3.25,8.51,2.49,2.3525699680446177,329.97272727272724,339.55,57.27272727272727,3,9,5,5,2.2,4,1.0954451150103324,0.7142857142857143,9,1.2222222222222223,2,3,5,4,2,1,0,0,0.0,0.0,0,0,0.0,0.0,5,1.8333333333333333,1.6020819787597222,2.7272727272727275,1.0,0.0,2.6155350656607994,1.0
25.10_80.80,25.12028181818182,80.84333272727272,11,7,6.54,18.12,5.2,4.900421132181118,334.64363636363635,357.47,54.54545454545455,3,6,5,5,2.2,4,1.3038404810405295,0.7142857142857143,6,1.8333333333333333,4,3,3,4,4,1,0,0,0.0,0.0,0,0,0.0,0.0,10,5.5,6.363961030678928,1.818181818181818,1.5714285714285714,0.0,2.7687178774829837,1.0
23.90_75.30,23.92337,75.31916363636364,11,9,6.32,16.32,5.81,5.572683048912468,335.4918181818182,367.0,57.27272727272727,3,9,5,5,2.2,6,2.16794833886788,0.7142857142857143,9,1.2222222222222223,2,3,5,4,2,1,0,0,0.0,0.0,0,0,0.0,0.0,6,2.2,2.16794833886788,2.727272727272727,1.2222222222222223,0.0,2.5815358067299394,1.0
24.20_81.40,24.21927181818182,81.42081272727273,11,10,3.81,8.01,2.66,2.855627299338496,329.8781818181818,346.24,54.54545454545455,3,8,5,5,2.2,4,1.6431676725154984,0.7142857142857143,8,1.375,3,3,2,2,7,1,0,0,0.0,0.0,0,0,0.0,0.0,6,2.75,2.362907813126304,2.1818181818181817,1.1,0.0,2.0998570066730218,1.0
25.65_76.20,25.684612727272725,76.22074727272728,11,6,4.82,8.44,3.51,2.5325294577843422,349.9390909090909,367.0,49.09090909090909,2,6,4,4,2.75,5,1.707825127659933,0.5714285714285714,6,1.8333333333333333,5,2,5,6,0,1,0,0,0.0,0.0,0,0,0.0,0.0,6,2.75,2.362907813126304,2.1818181818181817,1.8333333333333333,0.0,1.752359380898452,1.0
26.55_76.70,26.576013636363637,76.72048727272728,11,9,7.67,21.53,5.77,5.5583709189588335,342.7490909090909,367.0,46.36363636363637,3,6,5,5,2.2,4,1.6431676725154984,0.7142857142857143,6,1.8333333333333333,4,3,2,7,2,1,0,0,0.0,0.0,0,0,0.0,0.0,7,2.75,2.872281323269014,2.5454545454545454,1.2222222222222223,0.0,2.808704933586338,1.0
24.00_75.85,24.028502727272727,75.86481454545455,11,10,7.17,13.55,6.46,4.5121591283996185,341.2454545454545,351.16,51.81818181818182,3,6,5,5,2.2,5,1.6431676725154982,0.7142857142857143,6,1.8333333333333333,4,3,8,2,1,1,0,0,0.0,0.0,0,0,0.0,0.0,10,5.5,6.363961030678928,1.818181818181818,1.1,0.0,1.8898186889818689,1.0
26.85_84.95,26.87674636363636,84.97017727272727,11,11,2.33,4.27,2.33,0.7879397761942792,331.3709090909091,342.3,57.27272727272727,3,5,5,5,2.2,5,1.6431676725154984,0.7142857142857143,5,2.2,5,3,6,3,2,1,0,0,0.0,0.0,0,0,0.0,0.0,7,3.6666666666666665,3.055050463303893,1.9090909090909087,1.0,0.0,1.8333333333333333,1.0
23.85_76.85,23.88336272727273,76.86758545454546,11,4,5.11,23.12,3.08,6.247272131971609,335.3309090909091,367.0,46.36363636363637,3,4,3,3,3.6666666666666665,5,1.1547005383792517,0.4285714285714285,4,2.75,5,3,6,4,1,1,0,0,0.0,0.0,0,0,0.0,0.0,5,3.6666666666666665,2.309401076758504,1.3636363636363638,2.75,0.0,4.525266903914591,1.0
29.25_78.15,29.27133363636364,78.16874181818183,11,11,2.72,4.49,2.59,1.0715070101157869,330.92,339.85,60.0,2,8,5,5,2.2,4,1.3038404810405295,0.7142857142857143,8,1.375,2,2,7,4,0,1,0,0,0.0,0.0,0,0,0.0,0.0,4,2.2,1.3038404810405295,1.818181818181818,1.0,0.0,1.653498493471711,1.0
24.05_79.60,24.07265,79.62377545454545,11,9,7.02,20.52,5.04,6.631090408070154,336.8290909090909,353.93,54.54545454545455,3,8,6,6,1.8333333333333333,2,0.408248290463863,0.8571428571428571,8,1.375,2,3,5,5,1,1,0,0,0.0,0.0,0,0,0.0,0.0,9,5.5,4.949747468305833,1.6363636363636365,1.2222222222222223,0.0,2.923076923076924,1.0
30.70_76.80,30.71876,76.83069363636365,11,9,4.01,7.26,3.55,1.6821739181514768,339.80636363636364,352.68,49.09090909090909,3,8,6,6,1.8333333333333333,3,0.983192080250175,0.8571428571428571,8,1.375,3,3,6,4,1,1,0,0,0.0,0.0,0,0,0.0,0.0,4,2.75,1.2583057392117918,1.4545454545454546,1.2222222222222223,0.0,1.8100634632819583,1.0
25.60_81.55,25.626754545454546,81.57195363636363,11,8,4.08,6.31,3.95,1.3798221229234915,335.41818181818184,342.81,51.81818181818182,3,7,6,6,1.8333333333333333,4,1.3291601358251257,0.8571428571428571,7,1.5714285714285714,4,3,5,2,4,1,0,0,0.0,0.0,0,0,0.0,0.0,5,2.2,1.6431676725154984,2.2727272727272725,1.375,0.0,1.5469133051036326,1.0
26.80_78.25,26.826974545454547,78.26655,11,4,6.9,15.7,4.71,4.287920241795549,344.48545454545456,352.4,49.09090909090909,3,4,3,3,3.6666666666666665,8,3.7859388972001824,0.4285714285714285,4,2.75,8,3,7,1,3,1,0,0,0.0,0.0,0,0,0.0,0.0,8,3.6666666666666665,3.785938897200183,2.181818181818182,2.75,0.0,2.27536231884058,1.0
28.70_80.55,28.72307727272727,80.58091818181819,11,6,1.2,2.54,0.86,0.7132091367384974,311.79727272727274,334.58,60.0,3,6,4,4,2.75,6,2.362907813126304,0.5714285714285714,6,1.8333333333333333,3,3,5,5,1,1,0,0,0.0,0.0,0,0,0.0,0.0,4,2.75,0.957427107756338,1.4545454545454546,1.8333333333333333,0.0,2.1247148288973388,1.0
31.40_76.20,31.434087272727275,76.21666636363636,11,8,6.03,12.86,6.52,3.467598854853573,340.21363636363634,347.95,57.27272727272727,3,8,5,5,2.2,4,1.095445115010332,0.7142857142857143,8,1.375,4,3,7,3,1,1,0,0,0.0,0.0,0,0,0.0,0.0,5,1.5714285714285714,1.5118578920369088,3.181818181818182,1.375,0.0,2.133634992458522,1.0
26.10_83.00,26.128114545454547,83.02317909090908,11,8,3.43,12.18,2.54,3.169739306745473,328.9609090909091,345.12,60.0,3,7,6,6,1.8333333333333333,4,1.1690451944500122,0.8571428571428571,7,1.5714285714285714,4,3,2,6,3,1,0,0,0.0,0.0,0,0,0.0,0.0,7,3.6666666666666665,3.055050463303893,1.9090909090909087,1.375,0.0,3.555732484076433,1.0
25.20_74.50,25.235592727272728,74.52539545454546,11,8,5.66,14.85,3.97,4.724942327690361,330.40636363636366,345.99,54.54545454545455,2,7,5,5,2.2,6,2.1679483388678804,0.7142857142857143,7,1.5714285714285714,4,2,3,8,0,1,0,0,0.0,0.0,0,0,0.0,0.0,4,1.8333333333333333,1.1690451944500122,2.181818181818182,1.375,0.0,2.6236749116607774,1.0
31.00_78.25,31.02009181818181,78.27817727272726,11,4,13.41,48.68,5.04,17.66030258157338,333.60181818181815,352.09,60.0,3,3,3,3,3.6666666666666665,6,2.0816659994661326,0.4285714285714285,3,3.6666666666666665,6,3,5,5,1,1,0,0,0.0,0.0,0,0,0.0,0.0,9,5.5,4.949747468305833,1.6363636363636365,2.75,0.0,3.631357656313576,1.0
25.45_79.90,25.470498181818183,79.92989,11,9,4.42,8.9,3.08,2.520124455801196,336.5527272727273,343.01,54.54545454545455,3,6,3,3,3.6666666666666665,7,3.055050463303893,0.4285714285714285,6,1.8333333333333333,4,3,1,6,4,1,0,0,0.0,0.0,0,0,0.0,0.0,7,2.75,2.8722813232690143,2.5454545454545454,1.2222222222222223,0.0,2.011506061228683,1.0
25.55_82.80,25.572626363636367,82.81836454545454,11,10,3.7,6.57,3.71,1.8874576455211816,332.63272727272727,340.58,51.81818181818182,3,8,6,6,1.8333333333333333,3,0.983192080250175,0.8571428571428571,8,1.375,2,3,4,6,1,1,0,0,0.0,0.0,0,0,0.0,0.0,3,2.2,0.8366600265340756,1.3636363636363635,1.1,0.0,1.774803536345776,1.0
26.85_80.20,26.88653181818182,80.22193818181819,11,10,4.7,8.62,3.51,2.377121636081602,337.52000000000004,346.39,57.27272727272727,3,9,7,7,1.5714285714285714,4,1.1338934190276817,1.0,9,1.2222222222222223,2,3,4,5,2,1,0,0,0.0,0.0,0,0,0.0,0.0,4,1.8333333333333333,1.1690451944500122,2.181818181818182,1.1,0.0,1.835818005808325,1.0
24.65_74.70,24.66127,74.71924,11,9,6.61,22.29,3.28,6.986574267836848,329.17,345.84,49.09090909090909,3,5,4,4,2.75,4,1.2583057392117916,0.5714285714285714,5,2.2,4,3,3,5,3,1,0,0,0.0,0.0,0,0,0.0,0.0,9,3.6666666666666665,4.618802153517007,2.4545454545454546,1.2222222222222223,0.0,3.372163388804841,1.0
26.10_78.20,26.11005363636364,78.21923090909091,11,5,9.04,20.75,6.19,7.518933193188803,345.5781818181818,367.0,51.81818181818182,2,3,3,3,3.6666666666666665,6,2.516611478423583,0.4285714285714285,3,3.6666666666666665,6,2,4,7,0,1,0,0,0.0,0.0,0,0,0.0,0.0,10,5.5,6.363961030678928,1.818181818181818,2.2,0.0,2.2948924190629394,1.0
27.75_75.60,27.772187272727276,75.63768363636363,11,6,2.11,4.66,1.85,1.3753188060161972,318.22545454545457,337.07,54.54545454545455,3,5,4,4,2.75,5,1.707825127659933,0.5714285714285714,5,2.2,5,3,5,3,3,1,0,0,0.0,0.0,0,0,0.0,0.0,8,3.6666666666666665,3.7859388972001824,2.181818181818182,1.8333333333333333,0.0,2.2113891285591025,1.0
24.10_76.60,24.13825636363637,76.62946181818182,11,7,2.07,8.2,1.22,2.1953624674837555,315.4381818181818,340.44,60.0,3,7,4,4,2.75,3,0.4999999999999999,0.5714285714285714,7,1.5714285714285714,3,3,3,7,1,1,0,0,0.0,0.0,0,0,0.0,0.0,3,1.8333333333333333,0.752772652709081,1.6363636363636365,1.5714285714285714,0.0,3.9578762615182095,1.0
24.50_78.45,24.520878181818183,78.4741090909091,11,8,6.65,27.15,1.51,8.565299018290444,325.67727272727274,348.52,54.54545454545455,3,8,5,5,2.2,3,1.095445115010332,0.7142857142857143,8,1.375,2,3,4,6,1,1,0,0,0.0,0.0,0,0,0.0,0.0,5,3.6666666666666665,1.5275252316519468,1.3636363636363638,1.375,0.0,4.0799180327868845,1.0
24.10_74.85,24.11763636363636,74.86678,11,7,5.13,9.34,4.7,2.7912092524404346,343.1036363636363,367.0,57.27272727272727,2,6,5,5,2.2,6,2.16794833886788,0.7142857142857143,6,1.8333333333333333,5,2,7,4,0,1,0,0,0.0,0.0,0,0,0.0,0.0,5,3.6666666666666665,2.309401076758504,1.3636363636363638,1.5714285714285714,0.0,1.8203401842664777,1.0
24.10_81.50,24.11474,81.52391545454545,11,10,3.61,6.3,4.27,1.729258905900549,331.41727272727275,344.72,43.63636363636363,3,8,6,6,1.8333333333333333,2,0.408248290463863,0.8571428571428571,8,1.375,2,3,4,5,2,1,0,0,0.0,0.0,0,0,0.0,0.0,3,2.2,0.8366600265340756,1.3636363636363635,1.1,0.0,1.7442738484772211,1.0
24.00_83.40,24.008611818181816,83.43085272727272,11,8,5.98,12.01,4.44,3.879842311697263,342.81545454545454,350.19,46.36363636363637,3,7,4,4,2.75,5,1.707825127659933,0.5714285714285714,7,1.5714285714285714,3,3,3,4,4,1,0,0,0.0,0.0,0,0,0.0,0.0,6,3.6666666666666665,2.516611478423584,1.6363636363636365,1.375,0.0,2.00897201946472,1.0
26.05_78.25,26.06156272727273,78.26886,11,11,4.46,9.92,3.68,2.439168263605817,337.1809090909091,348.26,57.27272727272727,3,7,7,7,1.5714285714285714,3,0.7867957924694432,1.0,7,1.5714285714285714,3,3,1,7,3,1,0,0,0.0,0.0,0,0,0.0,0.0,7,3.6666666666666665,2.8867513459481287,1.9090909090909087,1.0,0.0,2.225576177850296,1.0
28.80_78.85,28.82780909090909,78.87575636363637,11,9,2.53,3.66,2.49,0.6558256420172003,333.3481818181818,340.67,49.09090909090909,3,7,5,5,2.2,4,1.3038404810405295,0.7142857142857143,7,1.5714285714285714,2,3,4,5,2,1,0,0,0.0,0.0,0,0,0.0,0.0,5,2.75,1.707825127659933,1.818181818181818,1.2222222222222223,0.0,1.4440459110473458,1.0
24.65_81.95,24.673186363636365,81.97493090909092,11,7,6.44,15.23,5.12,4.400249579698448,347.1581818181818,367.0,62.72727272727273,3,6,4,4,2.75,4,1.4999999999999998,0.5714285714285714,6,1.8333333333333333,4,3,5,4,2,1,0,0,0.0,0.0,0,0,0.0,0.0,7,2.75,2.8722813232690143,2.5454545454545454,1.5714285714285714,0.0,2.365574696413443,1.0
25.90_79.85,25.935121818181816,79.86581454545454,11,9,4.85,9.66,4.95,3.087857156375893,331.2590909090909,351.01,49.09090909090909,3,6,3,3,3.6666666666666665,4,0.5773502691896258,0.4285714285714285,6,1.8333333333333333,3,3,1,5,5,1,0,0,0.0,0.0,0,0,0.0,0.0,5,3.6666666666666665,1.1547005383792517,1.3636363636363638,1.2222222222222223,0.0,1.9906331959535408,1.0
27.35_81.15,27.370014545454545,81.16977727272727,11,10,3.01,7.14,3.07,2.1031837338144803,328.72,347.05,60.0,3,7,5,5,2.2,4,1.3038404810405295,0.7142857142857143,7,1.5714285714285714,3,3,5,4,2,1,0,0,0.0,0.0,0,0,0.0,0.0,9,3.6666666666666665,4.618802153517007,2.4545454545454546,1.1,0.0,2.3742442563482467,1.0
26.65_84.70,26.68069,84.72433181818182,11,11,2.36,4.68,2.3,1.3176514920666444,325.4127272727273,339.96,60.0,3,8,5,5,2.2,4,1.3038404810405295,0.7142857142857143,8,1.375,2,3,3,5,3,1,0,0,0.0,0.0,0,0,0.0,0.0,4,3.6666666666666665,0.5773502691896258,1.090909090909091,1.0,0.0,1.98,1.0
26.45_84.75,26.46015090909091,84.78087363636364,11,10,3.53,6.29,3.3,1.4609548558764884,333.01454545454544,336.62,57.27272727272727,3,9,6,6,1.8333333333333333,4,1.3291601358251257,0.8571428571428571,9,1.2222222222222223,3,3,2,6,3,1,0,0,0.0,0.0,0,0,0.0,0.0,4,1.5714285714285714,1.1338934190276817,2.5454545454545454,1.1,0.0,1.7814109165808445,1.0
25.50_81.60,25.529807272727272,81.63521909090909,11,8,4.16,9.47,3.47,2.2773645054995235,341.29545454545456,367.0,54.54545454545455,3,7,5,5,2.2,3,0.8366600265340756,0.7142857142857143,7,1.5714285714285714,3,3,4,5,2,1,0,0,0.0,0.0,0,0,0.0,0.0,3,2.2,0.8366600265340756,1.3636363636363635,1.375,0.0,2.276939890710383,1.0
30.10_78.15,30.12521545454545,78.16802,11,8,5.23,9.83,3.42,3.351514447366905,334.52272727272725,367.0,60.0,3,8,5,5,2.2,7,2.683281572999748,0.7142857142857143,8,1.375,4,3,8,1,2,1,0,0,0.0,0.0,0,0,0.0,0.0,5,1.8333333333333333,1.6020819787597222,2.7272727272727275,1.375,0.0,1.8798678720445063,1.0
27.75_76.20,27.759797272727276,76.24084545454546,11,8,6.41,14.22,6.01,3.5868928057582097,342.1545454545454,367.0,46.36363636363637,3,8,5,5,2.2,4,1.6431676725154984,0.7142857142857143,8,1.375,3,3,7,2,2,1,0,0,0.0,0.0,0,0,0.0,0.0,4,1.8333333333333333,1.3291601358251257,2.181818181818182,1.375,0.0,2.218408736349454,1.0
26.55_84.60,26.584007272727277,84.62223272727273,11,10,3.21,5.99,3.14,1.1407724655608664,335.42636363636365,346.42,60.0,3,7,4,4,2.75,5,2.0615528128088303,0.5714285714285714,7,1.5714285714285714,3,3,7,2,2,1,0,0,0.0,0.0,0,0,0.0,0.0,4,2.75,0.957427107756338,1.4545454545454546,1.1,0.0,1.867630385487528,1.0
28.35_77.85,28.374396363636365,77.88632454545454,11,9,2.51,5.73,2.02,1.907144938955039,321.53,342.07,57.27272727272727,3,9,6,6,1.8333333333333333,3,0.983192080250175,0.8571428571428571,9,1.2222222222222223,3,3,6,3,2,1,0,0,0.0,0.0,0,0,0.0,0.0,3,1.5714285714285714,0.7867957924694432,1.9090909090909087,1.2222222222222223,0.0,2.28535170413343,1.0
24.75_75.95,24.76659818181818,75.98385636363636,11,5,9.15,19.46,7.48,6.71644007437923,338.1881818181818,367.0,60.0,3,4,3,3,3.6666666666666665,6,2.0816659994661326,0.4285714285714285,4,2.75,6,3,1,2,8,1,0,0,0.0,0.0,0,0,0.0,0.0,7,3.6666666666666665,3.055050463303893,1.9090909090909087,2.2,0.0,2.1257199602780537,1.0
26.85_81.45,26.88812181818182,81.47073727272728,11,10,3.11,5.17,3.64,1.5488400351700151,331.8127272727273,340.37,57.27272727272727,3,9,6,6,1.8333333333333333,3,0.983192080250175,0.8571428571428571,9,1.2222222222222223,2,3,4,6,1,1,0,0,0.0,0.0,0,0,0.0,0.0,5,1.8333333333333333,1.6020819787597222,2.7272727272727275,1.1,0.0,1.6604379562043794,1.0
24.30_82.65,24.312579090909093,82.67624090909091,11,3,5.89,12.23,5.54,3.519840905495588,336.78636363636366,351.35,49.09090909090909,3,3,2,2,5.5,9,4.949747468305833,0.2857142857142857,3,3.6666666666666665,7,3,3,3,5,1,0,0,0.0,0.0,0,0,0.0,0.0,9,5.5,4.949747468305833,1.6363636363636365,3.6666666666666665,0.0,2.0764006791171474,1.0
26.00_82.00,26.02818363636364,82.01687545454546,11,10,2.69,5.87,2.51,1.2106534674223743,331.6709090909091,337.12,60.0,2,8,5,5,2.2,6,2.1679483388678804,0.7142857142857143,8,1.375,2,2,3,8,0,1,0,0,0.0,0.0,0,0,0.0,0.0,5,2.75,1.5,1.818181818181818,1.1,0.0,2.1843707713125844,1.0
25.90_81.70,25.921394545454543,81.71565636363636,11,8,5.43,14.77,4.56,5.1898074933644525,331.27454545454543,351.52,57.27272727272727,3,5,4,4,2.75,4,1.5,0.5714285714285714,5,2.2,4,3,2,8,1,1,0,0,0.0,0.0,0,0,0.0,0.0,5,3.6666666666666665,2.309401076758504,1.3636363636363638,1.375,0.0,2.7214405360134,1.0
24.70_75.80,24.723654545454544,75.81192727272727,11,4,5.76,12.31,4.88,3.7287999531899128,335.1027272727273,350.18,54.54545454545455,3,2,2,2,5.5,8,3.5355339059327378,0.2857142857142857,2,5.5,8,3,3,3,5,1,0,0,0.0,0.0,0,0,0.0,0.0,8,5.5,3.5355339059327378,1.4545454545454546,2.75,0.0,2.136815527852296,1.0
26.90_77.65,26.936838181818185,77.65616454545454,11,4,7.16,20.85,7.11,5.024715640981814,342.93545454545455,367.0,57.27272727272727,3,3,3,3,3.6666666666666665,7,3.055050463303893,0.4285714285714285,3,3.6666666666666665,7,3,2,8,1,1,0,0,0.0,0.0,0,0,0.0,0.0,10,5.5,6.363961030678928,1.818181818181818,2.75,0.0,2.910163684811572,1.0
26.30_77.15,26.321556363636365,77.1906109090909,11,4,3.07,6.16,2.97,1.6768509447500368,333.7854545454545,347.2,57.27272727272727,3,4,3,3,3.6666666666666665,7,2.8867513459481287,0.4285714285714285,4,2.75,6,3,1,8,2,1,0,0,0.0,0.0,0,0,0.0,0.0,8,5.5,3.5355339059327378,1.4545454545454546,2.75,0.0,2.005920663114269,1.0
27.20_78.75,27.210765454545456,78.7712709090909,11,10,2.58,5.71,2.04,1.2474759972185292,333.8536363636363,340.63,60.0,3,7,4,4,2.75,7,2.8722813232690148,0.5714285714285714,7,1.5714285714285714,3,3,2,6,3,1,0,0,0.0,0.0,0,0,0.0,0.0,5,3.6666666666666665,1.1547005383792517,1.3636363636363638,1.1,0.0,2.2147390691114244,1.0
25.20_80.45,25.225488181818186,80.48308727272727,11,10,6.97,22.05,3.92,6.631811215648408,335.10181818181815,355.05,51.81818181818182,3,8,6,6,1.8333333333333333,4,1.1690451944500122,0.8571428571428571,8,1.375,3,3,2,6,3,1,0,0,0.0,0.0,0,0,0.0,0.0,5,2.75,1.707825127659933,1.818181818181818,1.1,0.0,3.163558106169297,1.0
26.60_78.60,26.612854545454542,78.63621363636365,11,9,5.18,12.81,4.47,3.375728877523409,340.5527272727273,350.48,49.09090909090909,3,8,4,4,2.75,7,2.8722813232690143,0.5714285714285714,8,1.375,2,3,6,3,2,1,0,0,0.0,0.0,0,0,0.0,0.0,4,2.2,1.095445115010332,1.818181818181818,1.2222222222222223,0.0,2.471238162048404,1.0
28.05_78.60,28.05387545454545,78.61094454545454,11,7,6.05,11.78,5.61,3.389333535989312,339.3772727272727,356.18,51.81818181818182,3,7,5,5,2.2,5,1.7888543819998317,0.7142857142857143,7,1.5714285714285714,4,3,4,6,1,1,0,0,0.0,0.0,0,0,0.0,0.0,4,2.2,1.3038404810405295,1.818181818181818,1.5714285714285714,0.0,1.9462300991288677,1.0
25.75_75.40,25.769864545454546,75.42132545454545,11,8,4.11,16.82,2.11,4.801001978754018,319.7772727272728,347.95,57.27272727272727,3,7,5,5,2.2,4,1.6431676725154984,0.7142857142857143,7,1.5714285714285714,3,3,3,3,5,1,0,0,0.0,0.0,0,0,0.0,0.0,4,2.75,0.957427107756338,1.4545454545454546,1.375,0.0,4.092457420924574,1.0
28.80_77.35,28.8258,77.37769636363636,11,10,2.89,5.34,2.33,1.5977250872867503,329.06636363636363,336.79,54.54545454545455,3,10,7,7,1.5714285714285714,4,1.1338934190276817,1.0,10,1.1,2,3,3,2,6,1,0,0,0.0,0.0,0,0,0.0,0.0,3,1.8333333333333333,0.752772652709081,1.6363636363636365,1.1,0.0,1.8500787401574803,1.0
26.55_79.30,26.55916090909091,79.31394363636363,11,11,2.45,4.75,2.13,1.5514790597127868,325.28636363636366,342.87,60.0,3,8,5,5,2.2,3,0.8366600265340756,0.7142857142857143,8,1.375,2,3,4,5,2,1,0,0,0.0,0.0,0,0,0.0,0.0,8,2.75,3.5,2.909090909090909,1.0,0.0,1.9423791821561336,1.0
23.75_79.60,23.77851,79.62882272727273,11,9,6.76,16.74,6.45,3.6004085626747715,342.5190909090909,367.0,60.0,3,7,4,4,2.75,3,0.4999999999999999,0.5714285714285714,7,1.5714285714285714,3,3,5,4,2,1,0,0,0.0,0.0,0,0,0.0,0.0,7,3.6666666666666665,2.8867513459481287,1.9090909090909087,1.2222222222222223,0.0,2.475332706008872,1.0
25.30_74.60,25.32117,74.62172727272727,11,9,2.34,4.95,2.62,1.4901702160247576,325.02272727272725,345.85,54.54545454545455,3,9,5,5,2.2,6,2.16794833886788,0.7142857142857143,9,1.2222222222222223,2,3,4,5,2,1,0,0,0.0,0.0,0,0,0.0,0.0,3,2.2,0.8366600265340756,1.3636363636363635,1.2222222222222223,0.0,2.11950175165434,1.0
25.55_84.60,25.58374909090909,84.60755272727273,11,5,3.76,9.39,3.08,3.0521304035050667,328.05454545454546,354.06,51.81818181818182,3,4,2,2,5.5,10,6.363961030678928,0.2857142857142857,4,2.75,5,3,3,3,5,1,0,0,0.0,0.0,0,0,0.0,0.0,5,2.75,2.0615528128088303,1.818181818181818,2.2,0.0,2.497340425531916,1.0
23.90_74.95,23.92636909090909,74.95916636363637,11,6,7.67,12.5,9.8,3.939634731568629,340.8027272727273,355.94,54.54545454545455,3,4,3,3,3.6666666666666665,8,3.7859388972001824,0.4285714285714285,4,2.75,7,3,3,6,2,1,0,0,0.0,0.0,0,0,0.0,0.0,10,5.5,6.363961030678928,1.818181818181818,1.8333333333333333,0.0,1.630305904671567,1.0
25.90_77.70,25.94059,77.7353709090909,11,8,7.89,24.48,5.86,6.429488881141896,341.2809090909091,350.93,51.81818181818182,3,7,5,5,2.2,3,1.095445115010332,0.7142857142857143,7,1.5714285714285714,3,3,6,2,3,1,0,0,0.0,0.0,0,0,0.0,0.0,5,2.75,1.707825127659933,1.818181818181818,1.375,0.0,3.10087517273146,1.0
28.75_76.05,28.76930090909091,76.08015363636365,11,8,4.01,16.72,2.49,4.722889908827971,328.92545454545456,352.03,60.0,3,7,4,4,2.75,5,2.0615528128088303,0.5714285714285714,7,1.5714285714285714,3,3,6,4,1,1,0,0,0.0,0.0,0,0,0.0,0.0,6,2.75,2.217355782608345,2.1818181818181817,1.375,0.0,4.168631006346327,1.0
24.45_83.30,24.46438181818182,83.3419390909091,11,6,10.38,18.25,10.91,4.113990763237078,344.72727272727275,367.0,51.81818181818182,3,3,3,3,3.6666666666666665,7,3.055050463303893,0.4285714285714285,3,3.6666666666666665,7,3,3,4,4,1,0,0,0.0,0.0,0,0,0.0,0.0,7,3.6666666666666665,3.055050463303893,1.9090909090909087,1.8333333333333333,0.0,1.758188824662813,1.0
24.15_75.65,24.178533636363635,75.66627545454546,11,8,7.08,14.25,6.77,3.8560057053899706,341.87454545454545,346.7,43.63636363636363,3,6,4,4,2.75,5,1.707825127659933,0.5714285714285714,6,1.8333333333333333,3,3,3,4,4,1,0,0,0.0,0.0,0,0,0.0,0.0,7,3.6666666666666665,3.055050463303893,1.9090909090909087,1.375,0.0,2.01271186440678,1.0
24.65_84.10,24.683623636363635,84.12822090909091,11,10,3.09,6.09,2.52,1.9674921739477012,330.8945454545455,354.72,57.27272727272727,3,6,4,4,2.75,5,2.0615528128088303,0.5714285714285714,6,1.8333333333333333,3,3,4,4,3,1,0,0,0.0,0.0,0,0,0.0,0.0,5,3.6666666666666665,1.1547005383792517,1.3636363636363638,1.1,0.0,1.9685571554510728,1.0
26.55_80.10,26.58213545454545,80.12100545454545,11,9,4.25,10.4,3.8,2.303472872149197,336.26,347.13,54.54545454545455,3,7,5,5,2.2,3,0.8366600265340756,0.7142857142857143,7,1.5714285714285714,2,3,3,6,2,1,0,0,0.0,0.0,0,0,0.0,0.0,4,3.6666666666666665,0.5773502691896257,1.090909090909091,1.2222222222222223,0.0,2.449678800856531,1.0
25.00_83.35,25.027477272727275,83.37132818181819,11,9,5.39,23.04,1.7,7.27909859554302,329.2145454545455,355.04,51.81818181818182,3,7,5,5,2.2,3,1.095445115010332,0.7142857142857143,7,1.5714285714285714,3,3,1,6,4,1,0,0,0.0,0.0,0,0,0.0,0.0,6,3.6666666666666665,2.0816659994661326,1.6363636363636365,1.2222222222222223,0.0,4.276024970474102,1.0
